"MemberID","Gender","Visit_Last1Month","Visit_Last2Month","Visit_Last3Month","Spending_Last1Month","Spending_Last2Month","Spending_Last3Month","Age","Monthly_Income","Marital_Status","Payment_Channel","Buy_Groceries","Buy_Toiletries","Buy_Food","Buy_Electronic","Buy_Clothes","Buy_HomeAppliances","Last_Visit","y"
"ID436644",0,2,2,3,188320,212806,200635,30,9586100,1,0,0,1,1,0,0,1,29,1
"ID653572",1,4,3,0,518833,506037,0,31,7238400,0,1,0,1,0,0,0,0,18,0
"ID628195",0,2,3,4,654348,696090,634525,22,6970100,0,1,0,0,1,0,0,0,9,0
"ID157841",0,3,5,7,462709,501895,589730,31,5252900,1,1,0,1,1,0,0,0,19,1
"ID959538",1,3,1,1,367633,292505,313351,26,9365100,0,1,1,0,1,0,0,0,21,0
"ID306091",1,4,1,1,983254,882565,923107,23,9917400,0,0,0,1,0,0,0,0,25,0
"ID864455",1,2,3,7,289653,246471,254367,27,4809100,0,2,0,1,0,0,0,0,9,1
"ID066991",1,3,2,5,270476,310116,336940,32,9082300,1,0,0,0,0,0,0,0,1,0
"ID887933",1,4,5,5,392221,366073,318957,29,5410500,1,1,0,1,1,0,0,0,7,1
"ID235950",1,5,7,5,859446,843623,865616,23,3732400,0,1,0,1,1,0,0,0,12,1
"ID006913",0,0,3,4,0,321142,238955,25,1730900,1,1,0,1,1,0,0,1,56,0
"ID862729",0,3,1,2,480536,484317,543026,37,3479800,0,0,0,0,1,1,0,0,11,1
"ID838366",1,5,4,6,596466,627500,622681,36,6285300,0,0,0,1,1,0,0,1,29,1
"ID031004",0,3,4,7,206342,197055,187603,32,4414500,1,0,0,0,1,0,0,0,13,0
"ID107086",1,3,2,2,504880,518689,520028,25,4694700,0,1,0,0,1,1,0,1,23,1
"ID745803",1,2,2,2,554635,529073,526557,59,5830500,1,0,1,1,1,0,0,0,6,1
"ID800274",0,7,6,2,244544,292453,305385,22,6070200,1,2,1,1,1,0,0,1,7,1
"ID135573",0,3,7,7,358195,335569,362477,34,2589300,1,0,0,1,1,0,0,1,9,1
"ID758042",1,1,3,1,605694,627615,740591,21,6687200,0,0,0,1,1,0,0,0,15,0
"ID280961",0,2,0,1,687133,0,723131,38,3219000,1,0,1,0,1,0,0,0,12,0
"ID801667",1,3,2,4,490556,568914,560747,24,4040500,1,1,0,1,1,1,1,0,13,1
"ID057971",1,3,3,2,527247,601365,477687,26,5481700,1,0,0,1,1,0,0,0,1,1
"ID282040",0,3,4,3,395107,361996,380865,23,2152300,1,2,0,1,1,1,1,0,16,1
"ID107075",0,3,7,6,559955,523159,462576,32,7433000,0,2,0,0,1,0,0,0,4,1
"ID707604",1,1,1,2,331744,349907,313266,31,6428300,0,0,0,1,1,1,0,0,14,1
"ID904033",1,3,4,4,135636,117568,119138,24,5678700,0,0,0,0,1,0,1,0,20,0
"ID765862",1,5,5,7,626288,686603,631843,23,3334700,0,0,0,0,0,1,1,0,17,1
"ID058788",1,1,5,9,558250,690670,614112,33,3424000,1,2,0,1,1,1,0,1,29,1
"ID308937",0,2,0,1,988432,0,1029618,23,3857300,0,0,0,1,1,0,0,1,6,0
"ID703495",1,3,5,2,653193,429164,509145,28,4092200,0,0,0,1,0,0,0,1,7,1
"ID893821",0,6,3,0,702559,806138,0,38,12167700,1,0,0,0,1,0,0,1,12,0
"ID804789",0,4,3,2,453022,527781,548821,32,3411000,1,0,0,1,1,0,1,0,26,1
"ID604606",1,4,2,3,720701,661434,729573,29,4221700,1,2,0,1,1,0,0,1,20,1
"ID771594",1,4,3,5,597962,521005,518149,24,4400000,1,2,0,1,1,0,0,0,24,1
"ID130178",0,2,1,2,1144143,1235661,1278375,27,8009900,1,2,0,1,1,0,0,0,7,0
"ID093392",1,1,1,1,503003,512546,487905,23,10401900,0,1,0,0,1,0,0,1,2,1
"ID153009",1,2,4,7,413812,483631,514468,32,4827500,1,1,1,1,1,0,0,1,7,1
"ID071593",1,3,0,0,991469,0,0,26,2637900,1,0,0,1,1,0,0,1,5,0
"ID405024",1,6,4,2,223115,238666,231082,33,2898100,1,0,0,1,1,0,0,0,0,0
"ID716264",1,2,1,3,230901,206536,212596,33,2037800,1,1,0,0,1,0,1,0,19,0
"ID568730",1,1,3,4,453390,507865,522822,23,3824300,1,2,0,1,1,0,0,0,15,1
"ID056953",1,4,1,3,209548,192107,187864,33,2785900,1,0,0,1,1,0,0,0,29,0
"ID813668",0,3,1,2,222815,233567,243612,43,3052800,1,0,0,1,1,1,0,0,16,1
"ID874182",0,6,5,4,350159,413989,386274,35,3320300,1,1,0,1,1,0,0,1,20,1
"ID701158",0,2,2,3,356498,292716,361037,27,4741300,0,2,1,1,1,0,0,1,20,0
"ID903938",1,4,3,2,327073,325508,340575,26,5475700,1,1,0,1,0,0,0,1,6,0
"ID983811",0,3,4,3,361092,337038,309166,26,4587400,0,2,0,1,1,1,1,0,25,0
"ID165543",0,3,2,3,826602,1027474,804986,31,3844100,0,2,0,1,1,0,1,0,10,0
"ID383423",1,3,2,4,424508,406890,327399,27,4223600,1,0,0,1,1,0,0,0,26,1
"ID697488",0,7,6,7,1000714,868397,951178,26,5598400,1,2,1,1,1,0,0,0,29,0
"ID125191",0,2,0,1,616942,0,623662,35,2217500,1,0,0,1,1,0,0,0,19,0
"ID148174",1,4,8,6,474273,474322,483604,30,4984700,0,1,0,1,0,0,0,0,21,1
"ID654810",1,5,0,2,683689,0,574650,24,2585900,1,2,0,1,1,0,0,0,27,0
"ID831424",1,3,3,5,305223,259496,260885,40,4120300,1,2,1,1,0,0,0,0,26,1
"ID191374",1,6,6,1,402402,392079,402125,25,2621700,0,2,0,1,1,0,0,1,17,1
"ID867367",0,2,4,4,362332,394893,316855,32,3495500,0,2,0,0,1,0,0,1,10,1
"ID505725",0,2,2,3,333137,332703,332560,23,4117800,0,0,0,0,1,0,0,0,13,0
"ID983567",1,6,4,3,216742,222094,228902,31,2986800,0,1,0,0,1,0,0,1,23,0
"ID182638",1,2,1,3,273905,306620,278066,30,4762000,1,0,0,1,1,0,0,0,9,0
"ID405277",1,3,4,6,758654,764481,839079,42,3300600,1,2,1,0,1,0,0,1,24,0
"ID893398",1,2,5,5,371929,360775,337804,26,4563300,0,2,0,0,1,0,0,1,5,1
"ID210082",1,3,0,2,138507,0,182309,26,3500000,1,2,0,1,1,0,0,0,12,0
"ID940674",1,1,5,4,260610,238605,225171,24,3194600,1,0,0,0,1,0,0,0,25,1
"ID557184",1,2,1,1,276500,363281,370300,31,7845200,1,0,0,1,1,0,0,0,14,0
"ID231750",0,3,6,1,308414,353559,389211,27,6015700,0,1,0,1,1,1,0,0,25,0
"ID056634",0,3,7,7,684132,604389,503929,36,3815200,1,0,0,0,0,0,0,0,19,1
"ID843790",1,4,1,2,724398,730076,687886,36,5374700,1,0,0,0,1,0,0,0,6,0
"ID459866",1,1,2,3,301539,303756,342257,24,2034600,0,1,1,1,1,0,0,0,4,1
"ID074624",1,5,4,4,410057,398194,397834,35,3471300,0,2,0,1,1,0,0,0,11,0
"ID097649",1,4,6,6,122384,93256,116943,26,3645800,1,2,0,1,1,0,0,0,22,0
"ID340657",0,6,4,5,446358,469517,557678,36,11286200,1,1,0,0,1,0,0,1,4,1
"ID317914",1,0,1,2,0,215792,206521,33,3051500,1,0,0,0,1,0,0,1,37,0
"ID552996",1,3,3,4,574161,583685,567552,31,4210000,0,1,0,0,1,0,1,0,11,0
"ID621907",0,6,11,9,536838,562646,495194,23,2507500,1,1,0,1,1,0,0,1,17,1
"ID014175",1,4,2,0,238779,243905,0,38,2306300,1,2,0,1,1,0,0,0,11,0
"ID174118",0,6,4,5,1189958,1287516,1422409,33,3205500,1,1,0,1,1,0,0,0,5,0
"ID004109",0,1,2,3,791195,900065,999955,31,11224200,0,0,0,0,1,0,0,0,27,0
"ID870222",1,2,2,4,447995,397456,372242,29,4002000,1,0,0,1,1,0,1,1,26,1
"ID507166",0,3,1,1,208653,206288,202459,25,4802000,1,0,0,0,1,1,0,0,12,0
"ID102349",0,3,4,3,231521,251973,222614,23,4926100,0,0,0,0,1,0,0,0,9,0
"ID516135",1,5,6,3,605301,611297,592623,24,4511100,1,1,0,1,1,0,0,0,7,1
"ID715077",1,3,7,6,481739,438096,524519,27,4314100,0,0,0,1,1,0,0,0,1,1
"ID467677",1,2,0,1,414612,0,503708,31,5058500,1,0,0,1,1,0,0,0,25,0
"ID154262",1,4,4,0,463616,408918,0,27,4781700,0,0,0,1,1,0,0,0,11,0
"ID655497",1,2,3,4,697132,654398,563364,27,4622600,0,2,1,1,1,0,0,0,19,1
"ID773671",1,3,4,4,188469,175108,193994,31,2073900,0,0,0,1,1,0,0,0,21,0
"ID262242",1,2,3,3,223128,233418,231207,30,4857400,1,0,0,0,1,0,1,0,29,0
"ID161386",0,2,4,2,1320547,1355370,1098799,34,7688200,1,0,0,1,1,0,0,0,14,0
"ID842104",0,2,2,5,305391,325897,402443,29,4131600,0,0,0,1,1,0,0,0,3,0
"ID767219",0,2,0,1,486804,0,478904,39,3015600,1,0,0,0,1,0,0,0,29,1
"ID699152",0,1,0,2,759822,0,706090,25,3147400,1,0,0,0,1,0,0,0,8,0
"ID615774",1,4,3,1,437611,415329,478158,23,1499700,1,2,1,0,1,0,0,1,16,1
"ID033223",1,10,8,3,861164,884614,780818,41,6465100,1,1,0,0,1,0,0,0,29,0
"ID318265",1,4,6,5,344273,328346,331514,26,7317900,1,0,0,0,1,0,0,1,16,1
"ID898894",1,3,3,2,492762,542899,530842,30,7489400,1,1,0,0,0,0,0,1,8,1
"ID079496",1,0,2,2,0,665612,583768,32,6158100,1,0,0,0,1,0,0,1,34,0
"ID758243",1,2,3,4,638318,617343,672298,22,6355300,0,2,1,1,0,0,0,0,2,1
"ID738290",0,1,2,8,264065,233891,290539,34,5203000,1,0,0,1,1,0,0,0,23,1
"ID803625",1,4,3,6,197038,226153,191468,25,3857000,1,0,0,1,1,0,0,0,16,0
"ID058452",0,1,2,2,423436,502319,577847,31,7041500,1,0,0,1,1,0,0,1,4,1
"ID349184",1,4,4,8,353618,316267,364520,32,8279400,0,1,0,1,1,0,0,0,27,1
"ID425629",1,2,1,0,282569,209708,0,32,1913400,0,0,0,0,1,0,1,0,26,0
"ID707433",1,3,4,4,307468,323140,291201,27,2843200,0,1,0,1,1,0,0,0,17,0
"ID083974",1,5,4,3,546055,527725,556249,33,4394400,1,1,1,0,1,0,0,1,8,1
"ID356747",1,1,1,1,272341,268005,285458,28,5443200,1,2,0,0,1,0,0,0,20,0
"ID046008",1,2,3,7,552805,574625,619319,39,7741100,0,0,0,1,1,0,0,0,12,1
"ID998625",1,1,4,0,458566,504159,0,30,2491100,1,2,0,1,1,0,0,0,20,0
"ID633999",0,2,2,3,664849,673200,716935,23,2534200,0,1,0,1,1,0,0,0,20,0
"ID979331",0,6,10,6,409972,388082,347527,28,4862800,1,0,0,1,1,0,0,0,4,1
"ID951298",1,2,6,6,291658,306741,327335,32,3247600,1,2,0,1,1,0,0,1,11,0
"ID356106",0,4,2,3,256034,280668,249749,33,3013100,0,1,0,1,0,0,0,0,17,0
"ID179907",1,3,9,7,480339,487964,338540,24,6996800,0,1,0,0,1,0,0,0,27,1
"ID247522",1,2,2,2,294688,278672,285448,25,3830900,1,0,0,0,1,0,0,0,29,0
"ID084944",1,0,2,1,0,919238,1044632,30,4222400,1,2,0,1,1,0,0,0,37,0
"ID062293",1,5,6,9,348478,370609,337729,27,4134700,0,0,0,0,1,0,0,0,27,1
"ID842209",1,0,2,4,0,381036,375876,24,4242300,1,1,0,1,0,0,0,0,36,0
"ID071151",0,2,2,4,428281,449130,429359,28,5871100,1,2,0,1,1,1,0,1,2,1
"ID821381",1,1,3,3,503699,436381,412051,26,2538000,0,0,0,1,1,0,0,0,29,1
"ID145714",1,2,2,3,1035106,1314496,1567080,40,5164100,1,1,0,1,0,0,0,0,24,0
"ID337609",1,4,6,1,1289693,1333062,1402672,27,5818600,0,0,0,1,0,0,0,0,1,0
"ID775855",1,3,1,1,541267,471410,495386,25,6167900,0,0,0,1,1,0,0,0,15,1
"ID247039",1,3,2,5,325978,322934,353190,37,1685200,1,0,0,1,1,0,0,0,5,0
"ID955647",0,0,2,4,0,600175,521789,25,5247200,0,2,1,1,1,0,0,1,54,0
"ID584937",0,3,6,5,688856,698583,626189,33,11070600,0,0,1,0,1,0,0,0,16,0
"ID401173",1,3,8,6,333373,353169,308577,26,6208900,1,1,0,1,1,0,0,0,1,0
"ID184662",0,2,3,8,1067076,1210538,851749,22,8309800,0,1,0,1,1,1,0,0,2,0
"ID313576",1,5,7,7,362936,277611,295932,31,5361700,1,1,0,1,1,0,0,0,3,0
"ID374383",1,2,7,7,302018,292932,315448,26,3467600,0,1,0,0,1,0,0,0,12,0
"ID241794",1,8,8,8,389406,375770,376793,29,6755400,1,1,0,1,1,0,0,0,13,1
"ID745693",1,7,9,13,425569,439771,437853,32,3815800,0,2,1,1,1,0,0,0,8,1
"ID960010",0,1,7,4,259200,277432,280928,26,8947000,0,1,0,0,1,0,0,0,0,0
"ID132422",0,3,3,5,314026,234124,243366,25,4804700,0,1,1,0,1,0,0,0,2,0
"ID048706",0,5,5,6,516962,532931,578500,40,3731900,1,0,0,1,1,0,1,0,25,1
"ID797073",1,6,5,3,515891,521105,490256,34,5894000,1,0,1,1,1,0,0,0,7,1
"ID640037",1,2,2,2,456464,473762,539436,36,7643200,0,2,1,1,1,0,0,1,25,1
"ID168663",1,4,1,2,386554,366511,398714,43,7419900,1,1,0,1,1,0,1,0,23,1
"ID134451",0,2,6,2,711314,699211,786367,29,4551200,1,0,0,0,1,0,1,0,2,0
"ID846856",0,2,5,3,390818,286849,348474,25,3121500,0,0,0,1,1,0,0,1,9,0
"ID561213",0,2,1,4,1233368,1340885,1551264,29,7938300,0,0,0,1,1,0,0,0,9,0
"ID889195",0,4,2,3,557900,507884,504311,27,3471600,1,1,0,0,1,0,0,0,13,1
"ID109197",1,2,2,2,109596,108415,122637,31,11785200,0,0,0,1,1,0,0,0,23,0
"ID026734",1,2,4,2,271061,266591,273414,27,5358100,0,1,1,1,1,0,0,0,22,0
"ID665127",1,3,8,7,503665,463008,434496,27,4691300,1,0,0,1,0,0,0,0,9,1
"ID429693",1,4,1,5,705675,696892,694516,34,5627300,1,1,0,1,1,1,0,0,17,0
"ID757235",0,3,5,6,313984,311803,346362,35,4498600,1,1,1,1,1,0,0,1,24,1
"ID249572",0,2,0,2,810347,0,845991,35,3682400,1,0,0,0,1,0,1,1,18,0
"ID609706",0,0,0,4,0,0,508709,20,4420200,0,0,0,1,1,1,0,1,40,0
"ID881063",0,2,1,3,555520,623829,695233,28,5616200,1,0,0,1,1,0,0,0,15,1
"ID615332",0,1,2,1,217234,214926,205022,23,2378300,0,0,0,1,1,0,0,0,20,0
"ID779025",0,1,0,1,402314,0,354205,26,8888400,1,2,0,1,1,0,0,0,21,1
"ID259277",1,6,5,3,1260978,1368024,1245499,36,3673800,1,0,0,1,1,0,0,1,9,0
"ID932251",1,4,3,1,850427,1046905,1188242,27,2179800,1,2,0,0,1,1,0,1,5,0
"ID386224",1,1,1,0,319574,302578,0,31,6636600,1,0,0,1,1,0,0,0,11,0
"ID482105",1,6,10,8,465809,505510,544739,28,7665100,1,2,0,1,1,0,0,0,15,1
"ID882897",0,5,3,1,649520,571879,514722,24,3449100,1,2,0,1,1,1,0,0,18,1
"ID433491",1,1,4,5,634755,610406,660148,37,6244200,0,1,0,0,1,1,0,0,6,0
"ID793518",1,4,5,2,194418,188815,192151,36,2605500,1,1,0,0,1,1,0,0,21,1
"ID787601",1,2,1,1,440015,460233,425014,34,12346000,1,2,0,1,1,0,0,0,20,1
"ID084716",1,9,7,10,352183,403385,300981,31,3968700,0,2,0,1,1,0,0,0,4,1
"ID600237",1,5,9,2,192852,175905,168208,29,2533700,1,2,0,1,1,0,0,1,15,0
"ID073964",1,1,4,7,417002,419070,353786,28,2955700,1,1,0,1,1,0,0,1,7,1
"ID405292",0,2,2,1,243847,245591,250501,33,4502800,1,1,0,1,1,0,0,1,10,0
"ID098831",0,5,4,2,200338,202009,209782,28,10925300,0,2,0,1,1,0,0,0,3,0
"ID174650",1,3,4,2,459916,483175,513506,25,7576200,1,0,0,1,0,0,1,1,29,1
"ID513100",1,1,0,1,478982,0,449075,32,6040400,1,1,0,0,1,0,0,1,0,0
"ID893321",1,5,9,2,123639,135880,137981,22,6192600,0,0,0,1,1,0,0,0,18,0
"ID610659",1,4,7,4,483387,474651,424673,27,6001100,1,1,0,1,1,0,0,1,9,1
"ID928909",1,2,4,4,279666,246452,223070,27,5654300,0,1,0,0,1,0,1,0,25,0
"ID418303",1,3,6,3,684193,670806,575040,33,6655400,1,0,0,0,1,0,0,0,15,1
"ID714936",1,2,6,2,770322,892461,793255,26,7025100,1,2,0,0,0,1,0,1,21,0
"ID500162",0,3,1,0,563266,615994,0,37,10513300,1,0,0,1,1,0,0,0,20,0
"ID312947",1,2,5,2,807528,811927,685440,38,2074900,1,1,0,1,1,1,0,0,14,0
"ID630820",1,2,6,4,516284,473524,402123,28,7033500,1,0,0,1,1,0,0,1,5,1
"ID282610",1,2,2,2,127171,116904,103216,30,6746700,0,0,0,0,1,0,0,0,18,0
"ID417795",1,4,6,5,326450,331334,359532,22,4552900,1,2,1,0,1,0,0,0,13,1
"ID090023",1,0,0,5,0,0,345832,43,6371400,1,0,0,1,1,0,0,0,50,0
"ID033812",1,3,3,6,523999,551035,518531,34,2197300,1,1,0,0,0,1,0,0,12,1
"ID606842",0,4,6,5,832401,638101,524124,33,7761900,1,2,0,0,1,0,0,1,16,1
"ID533934",1,1,1,1,410183,445458,453007,23,2197900,0,2,0,1,1,0,0,0,9,1
"ID537584",1,5,2,3,175696,172952,185813,26,2845600,1,1,0,0,1,0,0,1,3,0
"ID031160",1,2,3,3,317658,321900,373347,41,5948500,1,1,0,1,1,0,0,0,10,1
"ID348495",0,2,5,4,688595,777380,732672,27,2009300,0,2,1,1,1,0,0,0,22,0
"ID091305",0,4,6,1,740497,672087,627602,28,3851900,0,2,0,1,1,0,0,0,21,0
"ID971059",0,4,3,3,282601,256379,290458,25,5632500,0,0,1,1,1,0,0,0,23,0
"ID183966",1,3,6,3,439736,442353,413569,30,2912900,1,2,1,1,1,0,0,0,20,1
"ID396541",0,3,4,1,227472,241540,235155,28,4046500,1,2,0,0,1,0,0,1,21,0
"ID993888",1,1,3,2,476156,503669,543082,33,8763900,1,1,0,0,1,0,0,0,28,1
"ID145452",1,3,3,3,360225,407668,390022,39,9093800,1,0,0,1,1,0,0,0,5,1
"ID886637",1,4,3,1,432725,332519,362767,30,4664300,1,0,0,1,1,0,0,1,29,1
"ID827654",0,2,5,4,308047,230536,207355,24,4896000,0,0,1,0,1,0,0,0,0,0
"ID931947",1,3,4,1,486423,420275,478220,25,2550300,1,0,1,1,1,0,0,0,28,1
"ID255138",1,0,3,6,0,230692,217061,27,10360100,0,1,1,0,1,0,0,0,48,0
"ID203966",1,3,1,2,315922,305420,261768,31,6191100,1,1,0,1,1,0,1,0,25,1
"ID691173",1,6,7,6,600607,613174,499034,22,2482800,1,0,0,0,1,0,0,0,18,1
"ID674417",0,5,5,2,304843,307389,299339,33,7439800,1,0,0,1,1,0,1,0,29,0
"ID677020",0,4,3,3,147548,152494,179371,25,4413300,1,0,0,1,1,0,0,0,18,0
"ID973641",0,3,5,3,414421,356484,278583,28,7297600,1,0,0,0,0,0,0,0,8,0
"ID402620",1,0,3,3,0,194674,197908,26,3194500,1,1,1,1,1,0,0,0,31,0
"ID812256",1,1,0,1,564320,0,540384,28,6963200,0,0,1,1,0,0,0,0,14,0
"ID107334",1,4,4,6,235974,221723,194195,33,6232300,1,0,0,1,1,0,0,0,23,0
"ID610831",1,5,3,0,841423,1009097,0,31,2606500,1,2,0,1,1,1,0,0,24,0
"ID579333",1,5,6,6,430633,466423,470203,46,1102600,1,1,0,1,1,0,0,0,16,1
"ID525403",0,4,6,7,375175,324190,281549,39,5596700,1,2,0,1,1,0,0,0,14,0
"ID963959",1,7,7,7,263917,246173,285068,23,2041000,0,2,1,0,1,1,1,1,9,1
"ID132561",1,4,10,2,346129,332822,285998,30,8160100,1,2,0,1,1,0,1,0,15,0
"ID935490",1,4,0,1,409549,0,376813,22,2527200,0,1,1,1,1,0,0,0,16,0
"ID060359",0,2,3,5,137291,145533,126697,24,4327600,1,0,0,0,1,0,1,0,4,1
"ID352759",0,4,5,5,310764,339346,382962,27,6113600,1,0,0,0,1,0,0,0,7,0
"ID183989",0,4,10,2,684545,663514,683312,28,4493900,1,1,1,0,1,0,0,1,8,0
"ID153968",1,3,2,3,288111,322863,348913,28,5530800,1,1,0,1,1,0,0,0,18,0
"ID654573",1,5,11,7,163205,167126,148184,35,5239800,1,0,0,1,1,0,0,1,10,0
"ID479925",0,4,5,3,944870,958543,915778,34,6521500,1,0,0,1,1,0,0,1,10,0
"ID534038",1,2,2,3,712610,772612,804364,31,6798800,1,2,0,1,0,0,0,0,9,0
"ID360139",1,3,4,2,220325,179078,136962,33,3746900,0,2,1,1,1,0,0,0,17,0
"ID011592",1,3,2,2,505715,441252,511149,25,5510400,0,0,0,1,1,0,0,0,2,1
"ID359856",1,5,3,3,778004,797185,818490,27,5146300,1,0,0,1,1,0,0,0,15,0
"ID600923",1,1,2,2,348183,406584,400292,29,4200700,1,0,0,1,1,1,0,0,27,0
"ID889276",1,3,5,5,295651,310310,291273,25,5789200,0,2,1,1,1,0,0,1,12,0
"ID438922",1,2,7,3,226206,262500,210870,22,5396100,1,2,1,1,1,0,0,0,4,0
"ID376487",0,3,4,3,870992,839806,716798,25,5208400,1,2,0,1,1,0,0,0,29,0
"ID461336",0,2,3,1,1355463,1315361,1071854,27,5043400,1,0,0,1,0,0,1,0,12,0
"ID217271",0,3,1,3,208171,178687,193709,28,4742800,0,1,0,1,1,0,0,1,27,0
"ID189239",0,2,1,2,456569,499632,503160,28,6977400,1,1,0,1,1,0,0,1,14,1
"ID866671",1,5,8,6,622283,629933,731263,38,4712900,1,0,0,1,1,0,0,0,29,1
"ID704421",0,3,3,1,446801,446616,491432,26,6071300,0,0,0,0,1,0,0,0,25,1
"ID747716",0,5,7,7,854424,764849,787659,20,5333200,0,1,1,1,1,0,0,0,6,0
"ID249870",0,3,4,3,403345,392084,400485,29,6449100,0,1,1,1,1,0,0,0,16,1
"ID547143",1,2,5,6,160135,154879,188677,35,2868100,1,2,0,1,1,0,0,0,5,0
"ID613250",0,3,5,3,130503,126092,102848,39,4910200,1,2,0,1,1,1,0,0,7,0
"ID877148",0,3,5,4,308494,327001,342579,33,5951800,1,1,1,1,1,0,0,1,15,1
"ID106590",1,2,0,5,394363,0,433579,26,3042800,1,0,0,0,1,0,0,1,18,0
"ID435840",1,6,3,4,558559,538686,598926,28,5133300,1,0,0,1,1,0,0,0,2,1
"ID757969",1,0,1,3,0,183779,167591,24,4185800,1,0,0,1,1,0,1,0,37,0
"ID944934",1,2,0,1,329278,0,351804,36,2709000,1,2,0,1,1,0,0,0,19,0
"ID307643",0,1,3,4,482148,562834,599060,26,3209700,0,2,1,1,1,0,0,0,3,1
"ID333767",1,3,4,4,609403,551036,609896,26,6419800,0,0,0,0,0,0,0,0,18,1
"ID104627",1,5,2,2,600661,565185,383135,29,5832300,1,1,0,0,1,0,0,0,11,1
"ID579104",1,2,3,3,247295,256778,272852,29,3959900,0,0,0,1,1,0,0,0,26,0
"ID360359",1,1,2,0,547312,538609,0,36,5558000,0,1,0,1,0,0,0,0,22,0
"ID485953",0,4,6,3,392817,374722,351000,25,5446000,1,0,0,1,1,0,0,0,15,1
"ID842072",0,2,5,5,446311,492559,482554,25,4417800,1,1,0,1,1,0,0,1,16,1
"ID197703",0,2,1,1,151190,192060,199231,28,5118300,1,1,0,1,1,0,0,0,2,0
"ID066864",1,6,7,4,788531,825241,934320,26,2490600,1,2,1,0,1,0,0,0,24,0
"ID024523",0,7,13,7,189941,214283,233836,24,3887600,1,2,0,1,1,0,0,0,22,1
"ID292480",0,5,8,7,171631,200563,193451,28,1452000,1,0,1,0,1,0,0,0,13,0
"ID287961",1,1,2,1,627928,612213,717005,30,7695600,1,0,0,1,1,0,0,0,16,0
"ID271782",1,1,0,0,458894,0,0,35,4362200,1,2,1,1,1,0,0,1,7,0
"ID297795",1,4,3,8,783072,696259,678481,36,9760100,1,1,0,1,1,0,0,0,11,0
"ID249924",1,1,2,2,550537,540957,522102,28,4230400,1,2,0,1,1,0,0,0,27,1
"ID148094",0,1,1,4,542548,444956,492570,33,7399700,0,0,1,0,1,0,0,1,19,1
"ID132099",1,1,3,3,646971,566594,473119,46,6597300,0,1,0,1,0,0,0,0,22,1
"ID688102",0,3,5,3,471302,485832,439054,29,3838700,1,1,0,1,1,0,1,1,7,1
"ID897794",1,1,5,7,603882,520811,535487,25,8562600,1,1,0,1,1,0,0,1,18,1
"ID574117",0,2,2,1,343468,332604,298997,28,7263300,0,2,0,1,1,1,0,1,5,0
"ID675143",1,5,3,6,310638,291580,283986,28,5012200,1,1,0,1,1,0,0,0,25,0
"ID453358",0,1,1,2,178766,206338,201340,31,1433600,1,1,1,0,1,0,0,0,3,0
"ID136231",1,2,4,3,578582,532778,513129,30,3257100,1,1,1,1,1,0,0,0,13,1
"ID934571",1,0,3,1,0,496407,492344,39,7578300,1,1,0,1,1,0,0,1,36,0
"ID307692",0,2,3,8,358556,296797,288917,23,3963200,0,0,1,1,1,0,0,0,4,0
"ID166621",0,3,4,6,391852,409436,422557,36,6759300,1,0,1,1,1,1,0,1,8,1
"ID421996",0,2,2,1,531138,525036,693967,25,5872700,1,1,0,0,1,0,0,0,6,1
"ID861628",1,2,2,3,461950,489091,531801,25,2905400,1,0,0,0,1,0,0,0,10,0
"ID966879",0,3,5,2,139799,165742,171674,29,4826900,0,2,0,1,1,0,1,1,11,0
"ID064962",0,3,3,3,475358,321064,289312,26,4584300,1,2,1,1,1,0,0,0,4,0
"ID052941",0,7,6,3,456843,479053,349488,22,10316800,0,0,0,1,1,1,0,0,29,1
"ID955006",0,2,1,1,235506,230024,206225,25,3472500,1,0,0,1,1,0,1,0,0,1
"ID882692",1,1,3,5,1034338,1112183,1159363,20,3357800,1,1,0,0,1,0,0,0,10,0
"ID884480",0,5,2,3,270759,259923,320710,21,8870800,0,0,0,1,1,1,0,0,6,0
"ID821829",1,4,2,0,286482,354735,0,44,4572600,1,0,0,1,1,0,0,0,16,0
"ID051663",0,2,3,6,779279,784906,752299,27,6685400,1,2,0,0,1,1,0,0,27,1
"ID433431",0,2,1,3,1099568,1182853,1147004,27,6873200,1,1,0,0,1,0,0,1,25,0
"ID806852",1,4,5,3,487808,464156,459835,33,6703300,1,1,0,1,1,0,1,0,5,1
"ID517790",1,3,3,7,271258,283923,307670,31,7983200,1,1,1,1,0,0,0,0,15,0
"ID090871",1,3,0,2,490811,0,535920,33,5922000,1,0,0,0,1,0,0,1,22,1
"ID526396",0,4,3,3,266877,239769,229605,24,4521600,1,2,0,1,1,0,0,1,20,0
"ID932224",0,1,1,3,555517,500070,457865,25,5063600,0,0,0,1,1,0,0,1,11,1
"ID458283",0,7,2,4,182500,216884,205793,43,7550600,1,0,0,0,1,0,0,0,16,0
"ID278410",0,4,6,1,205668,188433,202799,21,6693900,0,1,0,1,1,0,0,0,2,0
"ID780589",1,6,4,4,242742,256570,238627,41,4461300,1,2,1,0,1,0,0,0,9,1
"ID538515",0,7,7,8,446941,478887,487209,30,13811400,1,0,0,1,1,0,0,0,18,1
"ID168503",1,4,3,3,988534,970863,805328,27,3208200,0,2,0,0,1,0,0,0,24,0
"ID597460",1,2,0,5,514778,0,516549,26,6412900,1,2,0,1,1,0,0,0,12,1
