nasabah,tunaiATM,nontunaiATM,internet,debitbelanja,usia17_25,usia26_55,usia56,saldoharian,jeniskelamin
1921,3,3,0,9,0,1,0,3.209543057,0
1922,10,2,3,2,1,0,0,0.550187198,1
1923,1,2,1,12,0,0,1,1.977534088,1
1924,11,2,2,0,0,0,1,0.328432232,1
1925,8,0,0,7,0,1,0,0.792136437,0
1926,7,0,0,0,0,1,0,0.620323024,0
1927,14,3,0,8,0,1,0,0.938663649,0
1928,4,2,0,10,1,0,0,4.873285148,0
1929,10,0,0,10,0,1,0,1.213450115,0
1930,0,3,2,13,1,0,0,2.492379812,0
1931,1,4,0,9,0,1,0,5.535595257,0
1932,8,0,0,13,1,0,0,0.986824235,1
1933,9,0,0,10,0,1,0,1.593878595,0
1934,2,4,1,1,0,1,0,21.93152309,1
1935,6,3,1,9,0,1,0,3.782138535,0
1936,4,4,3,10,0,1,0,5.559519894,0
1937,7,1,0,2,0,0,1,0.748668826,1
1938,9,0,3,2,0,0,1,0.702731644,1
1939,6,3,2,9,0,1,0,1.592876652,0
1940,0,3,5,3,0,0,1,5.214990845,1
1941,2,4,1,10,0,1,0,5.404361934,1
1942,7,0,1,10,0,1,0,0.867488306,0
1943,7,0,2,11,0,0,1,1.905767932,0
1944,7,5,0,10,0,1,0,3.172999833,1
1945,7,2,0,1,0,0,1,0.355818527,1
1946,9,0,0,8,0,1,0,1.881447168,0
1947,5,3,0,9,0,1,0,5.964882657,0
1948,8,0,0,0,1,0,0,0.509716383,1
1949,9,0,1,1,1,0,0,0.767119506,0
1950,9,2,0,10,0,0,1,0.58112196,0
1951,11,3,1,3,0,0,1,0.879984255,1
1952,11,2,1,7,0,1,0,0.786609352,0
1953,2,2,3,9,0,1,0,3.161741884,0
1954,2,5,3,4,0,1,0,11.31368695,1
1955,9,0,0,0,0,0,1,0.602563983,1
1956,10,0,3,0,1,0,0,0.639641389,1
1957,11,0,0,7,0,1,0,0.599948939,0
1958,8,2,2,11,0,1,0,1.694716867,0
1959,3,3,2,11,0,1,0,5.071310839,1
1960,9,2,1,1,1,0,0,0.429694966,0
1961,10,1,0,9,0,1,0,0.71913491,0
1962,12,0,1,0,1,0,0,0.896624106,1
1963,8,2,2,3,0,0,1,0.696933197,0
1964,11,0,0,1,0,0,1,0.447250684,1
1965,8,2,0,10,0,1,0,1.083333628,0
1966,8,1,1,5,0,1,0,1.948028146,0
1967,7,2,2,2,1,0,0,0.859102732,0
1968,12,0,0,10,0,1,0,1.61608084,0
1969,7,1,1,12,0,1,0,4.765413106,1
1970,1,5,1,14,0,1,0,1.272941357,1
1971,3,1,2,14,1,0,0,3.324313611,0
1972,0,4,0,12,0,1,0,2.439162489,0
1973,7,2,1,9,0,1,0,1.866438282,1
1974,7,2,2,1,1,0,0,0.375521697,0
1975,9,0,1,0,0,0,1,0.453728617,1
1976,1,6,0,10,0,1,0,4.977932401,1
1977,9,1,4,12,0,1,0,0.845923576,0
1978,9,0,0,0,0,0,1,0.49343328,1
1979,4,2,1,10,0,1,0,2.265783501,0
1980,7,0,2,8,0,1,0,1.839608743,0
1981,7,6,0,10,0,1,0,5.744557373,1
1982,13,0,2,12,0,1,0,0.96747401,0
1983,7,2,1,0,1,0,0,0.677402261,1
1984,12,0,0,1,0,0,1,0.396724432,0
1985,9,1,1,8,0,1,0,1.836961871,0
1986,0,4,3,13,0,1,0,5.406595407,0
1987,9,1,3,9,1,0,0,1.544395193,1
1988,3,2,0,12,0,1,0,3.32924497,1
1989,9,2,2,10,0,1,0,1.47380787,1
1990,4,4,3,10,0,1,0,4.859407678,1
1991,4,4,1,10,0,1,0,4.34287611,1
1992,11,1,2,10,1,0,0,1.146961993,0
1993,11,0,0,9,1,0,0,1.096683427,0
1994,7,2,0,0,0,0,1,0.384159023,1
1995,0,4,1,11,0,1,0,4.298153295,1
1996,13,2,3,1,0,0,1,0.830360933,0
1997,4,2,2,9,0,1,0,2.712897094,0
1998,9,0,0,2,0,0,1,0.761470555,1
1999,7,0,0,10,0,1,0,0.695128614,0
2000,6,0,0,9,0,1,0,1.730216707,1
2001,7,0,1,2,1,0,0,0.388461376,1
2002,8,1,2,1,1,0,0,0.323693277,1
2003,8,3,0,9,0,1,0,0.588356517,1
2004,11,1,0,10,0,1,0,0.633721736,0
2005,0,2,5,2,0,1,0,7.24097629,1
2006,8,0,3,8,0,1,0,1.860421194,0
2007,1,2,8,4,0,1,0,26.34840176,1
2008,7,2,1,1,1,0,0,0.655994194,1
2009,8,0,1,9,0,1,0,0.596654377,0
2010,7,3,2,9,0,0,1,1.236038336,0
2011,7,0,0,1,1,0,0,0.693053939,1
2012,10,0,1,0,0,1,0,0.749480583,1
2013,0,4,8,2,0,1,0,22.48501254,0
2014,10,3,1,1,0,1,0,0.349525089,1
2015,0,0,2,1,0,0,1,21.03388657,0
2016,7,2,1,1,0,1,0,0.695391063,1
2017,11,3,4,1,0,0,1,0.840975687,1
2018,3,3,0,7,0,1,0,4.51459371,1
2019,9,1,3,11,0,1,0,0.504398234,0
2020,9,1,0,11,0,1,0,1.239489554,1
2021,9,0,0,13,0,1,0,1.803552568,0
2022,3,4,0,12,0,1,0,2.52227058,0
2023,1,3,0,10,0,1,0,2.497150783,0
2024,10,0,1,8,0,0,1,1.1936923,0
2025,6,5,0,6,0,1,0,2.271453904,1
2026,6,3,1,3,1,0,0,0.793210915,1
2027,8,1,0,0,0,0,1,0.88753003,0
2028,0,2,4,2,0,1,0,19.04156042,0
2029,7,2,1,1,0,1,0,0.562510011,0
2030,10,1,1,9,0,1,0,1.270061627,1
2031,12,0,3,0,1,0,0,0.655816455,1
2032,12,0,1,2,1,0,0,0.647071434,0
2033,4,1,0,0,1,0,0,0.707196962,0
2034,10,1,2,1,1,0,0,0.733801894,0
2035,12,0,1,7,0,0,1,0.699485009,0
2036,9,1,1,8,1,0,0,0.873438525,1
2037,3,3,0,11,1,0,0,2.102694653,0
2038,2,2,7,4,0,1,0,25.06113125,0
2039,7,3,0,8,0,1,0,1.817151585,0
2040,0,7,3,1,0,1,0,18.18192619,1
2041,9,1,1,3,1,0,0,0.872286395,1
2042,7,5,0,9,0,0,1,1.027058472,0
2043,8,1,1,1,0,0,1,0.88369147,1
2044,7,3,1,7,0,1,0,1.689209692,0
2045,10,2,1,7,1,0,0,0.729803773,0
2046,9,0,0,6,0,0,1,1.021949781,0
2047,7,0,0,2,0,0,1,0.407633798,0
2048,10,1,1,0,1,0,0,0.496219604,1
2049,8,2,1,9,0,0,1,1.793991617,0
2050,0,4,5,3,0,1,0,15.73848568,1
2051,12,2,0,0,0,0,1,0.385245756,1
2052,0,4,5,2,0,1,0,17.44468951,0
2053,5,3,3,11,0,1,0,4.58051397,0
2054,3,6,0,10,0,1,0,3.95708449,0
2055,7,0,1,0,1,0,0,0.660045862,0
2056,9,1,3,0,1,0,0,0.803712016,1
2057,11,0,1,8,0,0,1,1.787573968,1
2058,9,1,0,0,1,0,0,0.717011897,1
2059,10,0,2,11,0,1,0,1.652140122,0
2060,7,0,3,7,0,0,1,1.276535872,0
2061,5,4,0,11,0,1,0,4.123728978,0
2062,9,1,4,1,1,0,0,0.30518261,0
2063,7,1,1,3,0,1,0,0.331461676,1
2064,4,0,0,10,0,0,1,0.988663007,1
2065,3,2,1,10,0,1,0,3.688058424,0
2066,6,1,0,8,0,1,0,0.648153133,0
2067,9,0,1,0,1,0,0,0.458093521,1
2068,1,6,4,3,0,1,0,27.38053621,1
2069,8,0,3,9,0,1,0,0.809321114,1
2070,9,1,2,0,1,0,0,0.765844279,0
2071,10,1,1,9,0,1,0,1.064201136,1
2072,7,0,1,8,0,1,0,0.724513818,0
2073,12,2,1,1,1,0,0,0.447361451,0
2074,1,5,0,11,0,1,0,1.600648284,0
2075,13,1,1,1,0,1,0,0.666196561,1
2076,10,0,0,0,1,0,0,0.847238098,0
2077,2,4,0,10,0,1,0,1.500523386,0
2078,10,0,1,10,0,1,0,1.064185362,0
2079,11,1,2,2,1,0,0,0.712582222,1
2080,10,3,1,9,0,1,0,0.502159597,0
2081,10,1,5,7,0,1,0,0.584707775,0
2082,1,5,5,1,0,0,1,8.194475884,1
2083,9,0,2,1,0,0,1,0.853097695,1
2084,5,3,0,13,0,1,0,3.015998086,0
2085,10,1,0,9,0,1,0,0.744622559,0
2086,2,4,2,11,0,1,0,5.646416765,1
2087,10,1,0,10,0,1,0,1.924588166,0
2088,6,2,0,12,0,1,0,3.51886881,1
2089,9,1,0,2,1,0,0,0.56898727,1
2090,11,1,1,11,0,1,0,0.718511063,0
2091,7,1,0,0,1,0,0,0.853084707,1
2092,9,2,3,9,0,0,1,1.566714751,0
2093,10,2,0,1,0,0,1,0.515095258,0
2094,7,7,0,12,0,1,0,3.661840047,1
2095,10,1,0,1,1,0,0,0.490899705,0
2096,4,6,2,10,0,1,0,3.880182456,1
2097,9,1,0,0,0,0,1,0.65783885,0
2098,8,1,2,9,0,1,0,1.952924686,1
2099,2,8,0,12,0,1,0,3.57440289,0
2100,1,7,1,13,0,1,0,1.2474534,1
2101,4,2,1,11,1,0,0,1.277332261,0
2102,8,0,3,4,0,1,0,0.559273086,1
2103,10,1,4,2,1,0,0,0.476197287,1
2104,11,2,1,12,1,0,0,1.031297829,0
2105,2,2,1,12,1,0,0,4.358136455,0
2106,6,2,2,0,1,0,0,0.329434411,1
2107,0,5,9,4,0,0,1,8.760966001,1
2108,3,4,0,10,0,1,0,3.111042552,0
2109,0,3,1,11,0,1,0,3.768687676,0
2110,9,1,2,9,0,1,0,0.895271396,0
2111,1,1,4,2,0,1,0,23.77200159,1
2112,8,0,0,7,0,0,1,1.181517874,0
2113,11,1,0,2,0,0,1,0.5075135,1
2114,9,1,0,9,0,1,0,1.919932947,1
2115,6,0,0,12,0,1,0,1.183562815,1
2116,9,2,1,0,1,0,0,0.760813258,1
2117,6,3,2,13,0,1,0,1.703437781,1
2118,9,1,2,2,0,1,0,0.514824942,1
2119,0,2,1,12,0,1,0,3.236835614,0
2120,7,0,4,12,0,1,0,1.500522344,0
2121,9,0,1,12,0,0,1,1.798511892,0
2122,2,3,1,12,0,1,0,3.724885147,1
2123,3,4,3,8,0,1,0,2.023513414,0
2124,6,0,1,0,0,0,1,0.686282335,1
2125,10,0,1,1,1,0,0,0.41088713,0
2126,7,0,2,7,0,1,0,0.505823644,0
2127,6,1,2,1,1,0,0,0.872922477,1
2128,9,1,0,8,0,1,0,1.629856276,0
2129,2,4,1,11,0,0,1,5.947895153,1
2130,2,7,2,10,0,1,0,3.764969262,0
2131,10,1,0,12,0,1,0,1.653388305,0
2132,5,2,0,12,0,0,1,2.888081741,1
2133,11,1,2,11,0,1,0,1.051474654,0
2134,2,4,2,11,0,1,0,3.898074512,1
2135,9,0,2,9,0,1,0,0.536135594,1
2136,2,5,0,11,0,1,0,3.417189962,0
2137,11,1,1,10,0,1,0,0.555809816,1
2138,7,2,2,0,0,0,1,0.30363169,1
2139,9,1,1,0,1,0,0,0.392435375,1
2140,11,3,2,1,1,0,0,0.867576483,1
2141,7,0,0,7,0,1,0,1.135361583,0
2142,11,3,4,0,0,0,1,0.523964043,0
2143,3,7,3,7,1,0,0,1.508816972,1
2144,6,3,2,10,0,1,0,1.721539144,1
2145,7,0,1,9,0,1,0,0.670956302,1
2146,7,2,1,9,0,0,1,1.834729374,0
2147,0,4,2,4,0,1,0,24.82194576,0
2148,7,1,0,12,0,1,0,1.216394956,1
2149,7,2,1,0,1,0,0,0.697438585,1
2150,1,6,5,2,0,1,0,13.08877322,0
2151,8,1,0,2,0,1,0,0.386629324,1
2152,8,3,0,9,0,0,1,0.577577664,0
2153,4,1,0,0,0,0,1,0.323035191,1
2154,9,0,2,2,1,0,0,0.398952435,1
2155,9,0,1,2,1,0,0,0.607364104,1
2156,11,0,0,5,0,1,0,1.471171313,0
2157,9,2,0,1,1,0,0,0.585007619,0
2158,6,1,2,1,1,0,0,0.541430101,1
2159,4,5,0,11,0,1,0,1.123961732,0
2160,2,6,0,9,0,1,0,4.662514475,0
2161,3,5,1,8,0,1,0,1.006716111,0
2162,8,1,1,1,1,0,0,0.310609607,0
2163,10,0,2,2,1,0,0,0.319570819,0
2164,1,5,0,8,0,1,0,2.574963569,1
2165,1,0,1,10,1,0,0,1.036966462,0
2166,2,5,2,13,0,1,0,2.81064093,0
2167,4,5,0,11,0,1,0,5.28973755,0
2168,11,0,0,2,1,0,0,0.71959678,0
2169,6,6,1,10,1,0,0,5.791957691,0
2170,7,2,0,8,0,1,0,1.800905311,0
2171,2,6,4,4,0,0,1,20.38323363,0
2172,3,3,4,11,0,1,0,1.718719908,0
2173,7,0,0,10,1,0,0,1.134232877,0
2174,9,1,0,2,1,0,0,0.882997924,1
2175,9,0,1,12,0,1,0,1.427007164,0
2176,7,0,1,4,0,0,1,0.548904134,1
2177,5,2,0,8,0,0,1,1.563912533,0
2178,10,0,1,0,1,0,0,0.479944576,1
2179,8,1,1,13,0,1,0,1.341496929,0
2180,10,2,0,2,1,0,0,0.510759469,0
2181,3,8,0,10,0,1,0,2.003899899,0
2182,9,0,1,10,0,1,0,1.519172538,0
2183,7,2,0,11,0,1,0,1.189981812,0
2184,6,1,1,8,0,1,0,1.107285451,0
2185,7,0,1,2,1,0,0,0.385306742,1
2186,5,3,0,12,0,1,0,5.274482464,0
2187,8,3,1,9,0,1,0,1.557017674,0
2188,3,1,1,12,1,0,0,2.166025894,0
2189,5,0,3,11,0,0,1,0.798975948,0
2190,4,3,1,7,0,1,0,1.366724794,1
2191,10,1,0,4,0,1,0,0.658061894,0
2192,10,3,0,3,0,0,1,0.414526213,0
2193,9,0,0,0,0,0,1,0.586738428,0
2194,10,4,1,13,0,1,0,1.149021939,0
2195,12,1,0,2,1,0,0,0.483575714,0
2196,8,1,2,0,0,1,0,0.557204719,0
2197,2,9,1,3,0,1,0,26.09934089,1
2198,7,1,0,0,1,0,0,0.426883895,1
2199,8,0,1,7,0,1,0,0.640360305,0
2200,5,2,1,10,0,1,0,3.858670056,0
2201,10,2,1,1,0,0,1,0.320522161,0
2202,12,0,3,10,0,1,0,1.827393573,0
2203,11,3,1,10,0,1,0,1.603442562,0
2204,9,1,1,0,1,0,0,0.467862858,0
2205,11,0,0,2,0,0,1,0.497163018,0
2206,8,0,1,2,1,0,0,0.460635193,1
2207,6,3,0,0,0,1,0,0.40889587,1
2208,0,4,5,4,0,1,0,10.83787409,1
2209,12,2,2,3,0,0,1,0.544421798,0
2210,4,4,0,12,0,1,0,3.435600554,1
2211,8,0,2,9,0,1,0,1.131865761,1
2212,5,2,1,9,0,1,0,3.25134144,1
2213,9,0,1,1,1,0,0,0.858010389,1
2214,11,0,0,1,0,0,1,0.409913923,1
2215,8,1,2,1,1,0,0,0.703409465,1
2216,9,0,2,8,0,1,0,1.285860879,1
2217,11,0,2,0,0,0,1,0.872385098,1
2218,10,0,0,9,0,1,0,1.188953282,0
2219,11,1,1,0,0,0,1,0.489560357,1
2220,11,1,2,8,1,0,0,1.705319861,1
2221,6,0,0,6,0,1,0,1.61567337,1
2222,5,1,1,9,1,0,0,3.989975909,1
2223,10,0,0,1,1,0,0,0.470584875,0
2224,0,2,4,4,0,0,1,7.914444404,1
2225,8,3,0,10,0,1,0,0.631492322,1
2226,1,5,0,13,1,0,0,4.262479319,1
2227,9,2,0,7,0,1,0,0.799217345,0
2228,11,0,0,0,1,0,0,0.44671033,1
2229,9,1,0,2,1,0,0,0.796421163,1
2230,12,2,0,8,0,0,1,1.244710595,1
2231,0,8,7,2,0,1,0,8.649625566,1
2232,11,0,0,1,1,0,0,0.387468784,1
2233,10,3,0,1,0,0,1,0.720715185,1
2234,8,0,3,1,1,0,0,0.799419152,1
2235,6,7,1,11,0,1,0,2.560458818,0
2236,8,2,1,1,1,0,0,0.845784295,0
2237,11,1,1,3,1,0,0,0.663628416,1
2238,9,0,0,2,0,0,1,0.503695574,0
2239,7,2,1,2,1,0,0,0.735591318,1
2240,8,0,1,9,0,1,0,1.144826093,0
2241,10,1,1,1,0,0,1,0.682150772,1
2242,8,2,1,0,1,0,0,0.623656306,0
2243,9,0,4,0,1,0,0,0.584138178,0
2244,3,2,2,11,0,1,0,4.150206885,1
2245,1,4,3,12,0,1,0,4.756621383,1
2246,7,1,1,0,1,0,0,0.506326382,1
2247,6,1,0,1,1,0,0,0.405647499,1
2248,0,8,2,9,0,1,0,5.184079336,1
2249,8,1,2,0,1,0,0,0.852521282,1
2250,2,2,6,1,0,1,0,17.54186854,1
2251,11,1,1,5,0,1,0,1.890184452,0
2252,9,1,0,2,1,0,0,0.605208001,0
2253,5,1,2,10,0,1,0,1.851592157,0
2254,1,4,3,3,0,0,1,8.879492375,1
2255,2,2,0,9,1,0,0,1.102293335,1
2256,1,1,4,4,0,1,0,11.83180117,1
2257,8,1,0,3,1,0,0,0.626031814,0
2258,8,1,0,0,1,0,0,0.57576125,1
2259,5,4,2,9,0,1,0,2.271549284,0
2260,1,7,3,10,1,0,0,1.44549332,1
2261,10,1,0,1,1,0,0,0.839866817,1
2262,8,2,0,11,0,1,0,0.528865055,0
2263,12,0,2,3,1,0,0,0.509257972,1
2264,7,1,1,0,0,1,0,0.31730599,0
2265,6,2,1,3,1,0,0,0.376756039,1
2266,7,0,5,11,0,1,0,0.913173718,0
2267,8,4,0,8,0,1,0,0.899692132,0
2268,11,0,0,11,0,1,0,1.638106912,0
2269,7,0,1,2,0,0,1,0.354113846,0
2270,11,0,1,1,0,0,1,0.319199147,0
2271,11,1,1,10,0,1,0,0.724882715,1
2272,0,2,3,13,0,1,0,3.916491316,1
2273,11,1,0,3,1,0,0,0.4322975,1
2274,9,2,0,11,0,1,0,0.865741565,0
2275,8,2,1,10,0,0,1,0.567370901,0
2276,13,2,0,1,0,0,1,0.415635281,0
2277,3,5,2,12,0,1,0,5.66423402,0
2278,10,1,2,0,0,0,1,0.468827961,0
2279,10,0,1,7,0,1,0,1.176885969,0
2280,8,1,0,1,1,0,0,0.595734002,0
2281,7,2,0,7,0,1,0,1.193639878,1
2282,8,1,0,1,1,0,0,0.83407025,0
2283,1,1,0,10,0,1,0,5.728291249,1
2284,7,0,2,0,1,0,0,0.342400007,1
2285,5,0,1,1,1,0,0,0.860878459,1
2286,4,0,1,9,0,0,1,0.512399807,0
2287,2,2,1,13,0,1,0,2.258316077,0
2288,4,9,1,12,0,1,0,4.861398805,1
2289,9,2,0,9,0,1,0,1.850047966,0
2290,12,1,2,10,0,0,1,1.216474658,0
2291,8,1,1,6,0,1,0,1.957073892,0
2292,12,2,0,9,0,1,0,1.646616036,0
2293,9,2,1,12,0,0,1,1.085295752,0
2294,4,3,0,11,0,1,0,3.930040254,1
2295,9,2,2,9,0,1,0,1.241610074,0
2296,2,5,0,14,0,1,0,2.668720423,1
2297,7,1,1,1,1,0,0,0.49008897,0
2298,1,1,3,5,0,1,0,12.6151129,0
2299,4,2,1,6,0,1,0,5.644922616,1
2300,8,0,1,0,1,0,0,0.790458964,0
2301,7,1,0,0,1,0,0,0.342167754,1
2302,7,0,0,0,0,0,1,0.821297722,0
2303,8,1,3,12,0,1,0,1.048879873,0
2304,2,5,3,9,0,1,0,2.066043527,1
2305,8,0,0,9,0,1,0,1.414630776,1
2306,12,1,1,9,0,1,0,1.617580034,1
2307,7,1,0,2,0,0,1,0.684771544,0
2308,8,2,0,12,0,1,0,1.472197662,0
2309,6,0,1,1,0,1,0,0.410657701,1
2310,11,1,2,0,1,0,0,0.443549542,1
2311,9,2,0,1,0,0,1,0.457178996,1
2312,9,3,0,11,0,1,0,0.760339056,1
2313,11,0,0,1,0,0,1,0.358473665,1
2314,7,1,1,1,0,0,1,0.385273532,0
2315,1,3,2,10,0,1,0,5.495446285,1
2316,7,2,1,9,0,1,0,1.457947794,1
2317,9,0,2,8,0,1,0,1.129437932,0
2318,9,0,1,0,0,0,1,0.808067097,0
2319,8,0,0,0,1,0,0,0.653424004,1
2320,7,0,2,9,0,1,0,1.643458972,0
2321,10,1,0,3,1,0,0,0.735916735,0
2322,4,6,2,11,0,1,0,5.604121012,1
2323,11,1,1,9,1,0,0,0.772562693,0
2324,7,1,0,4,0,0,1,0.491197922,0
2325,14,4,2,1,1,0,0,0.861482305,0
2326,10,1,0,10,0,1,0,1.170246496,0
2327,8,0,0,11,0,1,0,1.951621131,0
2328,5,2,1,11,0,1,0,3.826928989,0
2329,0,2,1,11,0,1,0,2.709579737,0
2330,3,3,1,7,0,1,0,3.459467516,0
2331,10,1,0,1,0,0,1,0.505504184,1
2332,4,6,0,8,0,1,0,4.68502726,1
2333,10,0,1,10,0,1,0,1.392743451,0
2334,10,1,1,8,1,0,0,1.756696762,1
2335,11,2,2,0,0,0,1,0.766848185,0
2336,5,2,0,8,0,1,0,5.845544372,1
2337,11,3,2,1,1,0,0,0.371953748,0
2338,10,2,0,11,0,1,0,0.8642875,1
2339,8,1,0,11,0,1,0,1.609475497,1
2340,7,0,1,3,0,0,1,0.845020308,0
2341,9,2,0,8,0,1,0,1.284225255,0
2342,7,0,1,10,0,0,1,0.565436395,0
2343,9,0,0,1,0,0,1,0.651753909,1
2344,2,4,0,13,0,1,0,1.502150113,0
2345,11,0,2,6,0,1,0,1.259426812,0
2346,2,3,0,10,0,0,1,4.391568017,0
2347,8,0,1,3,1,0,0,0.512829232,0
2348,6,2,1,8,0,1,0,5.245678363,0
2349,3,1,0,9,0,1,0,2.797031133,1
2350,0,5,4,4,0,1,0,8.955104185,1
2351,8,1,0,5,1,0,0,0.669269323,1
2352,4,8,2,9,0,1,0,5.130266578,0
2353,2,2,0,9,0,1,0,5.780671946,0
2354,11,2,0,10,0,1,0,0.747661251,1
2355,7,1,0,10,0,1,0,1.097614739,0
2356,8,2,2,9,0,1,0,1.009976486,1
2357,8,1,1,1,1,0,0,0.596550794,1
2358,4,5,0,10,1,0,0,3.680678039,0
2359,9,2,0,1,0,0,1,0.370694744,0
2360,0,2,2,13,0,0,1,1.480720324,1
2361,11,1,1,0,1,0,0,0.703800977,0
2362,3,0,1,13,0,1,0,3.912033899,1
2363,12,0,1,0,0,0,1,0.645668575,1
2364,5,0,2,7,1,0,0,0.839006514,0
2365,9,1,0,11,0,1,0,1.469819692,0
2366,0,2,4,3,0,1,0,5.294327608,0
2367,10,0,1,1,1,0,0,0.712886015,1
2368,6,3,0,6,1,0,0,0.688852418,0
2369,8,2,1,2,1,0,0,0.516923972,1
2370,7,0,0,1,1,0,0,0.452008482,0
2371,5,0,2,1,0,0,1,0.800158286,1
2372,5,5,1,13,0,0,1,1.49767162,0
2373,8,1,3,3,1,0,0,0.574950888,0
2374,0,8,2,8,0,1,0,1.344856537,1
2375,8,0,3,0,0,0,1,0.388234948,1
2376,8,3,1,11,0,1,0,5.768797886,0
2377,10,0,1,1,1,0,0,0.438694441,1
2378,8,3,1,0,0,0,1,0.742496696,0
2379,6,3,1,12,0,1,0,3.682863816,0
2380,9,5,1,9,1,0,0,1.363859977,0
2381,9,1,1,10,0,1,0,0.759493674,1
2382,8,2,1,0,0,0,1,0.775323778,1
2383,12,1,2,10,1,0,0,1.508461693,1
2384,9,2,1,1,0,0,1,0.311101951,1
2385,7,5,2,11,0,1,0,2.822509372,1
2386,6,1,1,7,0,1,0,0.846249536,0
2387,8,2,0,0,1,0,0,0.779585244,1
2388,12,1,0,11,0,1,0,1.427118995,1
2389,9,1,1,1,1,0,0,0.890715486,0
2390,11,1,0,8,0,0,1,1.180220769,1
2391,10,0,3,2,0,1,0,0.386270035,0
2392,9,1,1,0,0,0,1,0.706886483,1
2393,4,1,0,10,0,1,0,4.108291646,0
2394,14,5,0,10,0,1,0,0.696501533,1
2395,9,3,1,0,0,1,0,0.303186792,0
2396,3,3,4,10,1,0,0,4.923535451,1
2397,13,1,0,0,1,0,0,0.667594147,1
2398,2,3,4,4,0,1,0,28.20920491,1
2399,10,2,1,0,0,0,1,0.753773233,1
2400,11,0,1,1,1,0,0,0.889925478,1
2401,3,4,0,12,0,1,0,4.15071829,1
2402,8,1,1,1,0,0,1,0.594777287,0
2403,8,0,1,0,0,0,1,0.667938052,1
2404,7,2,2,3,0,0,1,0.599150412,1
2405,10,0,1,0,0,0,1,0.594506896,1
2406,9,1,1,2,1,0,0,0.372355635,1
2407,7,0,1,6,0,1,0,1.639076199,0
2408,9,2,1,0,1,0,0,0.333617224,1
2409,10,0,0,7,0,0,1,1.049443751,1
2410,7,1,0,7,0,0,1,1.843921714,1
2411,5,2,2,1,0,1,0,0.62651711,1
2412,3,0,4,3,0,1,0,13.82782585,1
2413,8,2,0,5,0,1,0,1.154460421,0
2414,0,5,0,10,0,1,0,2.125817003,1
2415,9,0,1,9,0,1,0,1.367288276,0
2416,9,1,2,6,0,1,0,1.761120485,1
2417,6,1,2,4,0,1,0,0.450681031,0
2418,8,1,2,2,0,0,1,0.353261255,0
2419,6,0,2,2,1,0,0,0.797261931,1
2420,9,0,0,7,0,1,0,1.016751238,0
2421,4,7,2,13,0,1,0,4.976170489,1
2422,8,2,1,10,0,0,1,1.156454365,0
2423,10,0,3,10,0,0,1,0.690334542,1
2424,5,5,0,10,1,0,0,5.064147002,1
2425,7,1,1,0,1,0,0,0.600554788,1
2426,10,0,0,1,1,0,0,0.662675244,1
2427,7,1,1,1,0,0,1,0.659778864,1
2428,9,2,0,11,0,1,0,1.396300348,0
2429,4,2,2,11,0,1,0,1.299394,1
2430,8,0,1,2,0,0,1,0.409997795,1
2431,9,2,2,8,0,1,0,0.843563348,0
2432,11,0,1,0,1,0,0,0.310283788,1
2433,10,3,1,7,0,0,1,1.508304577,1
2434,8,1,1,8,0,1,0,1.683101789,1
2435,6,0,0,0,0,1,0,0.557249227,0
2436,7,1,0,10,0,1,0,1.716616488,1
2437,10,0,1,0,1,0,0,0.591961409,1
2438,8,1,1,9,0,1,0,1.133676303,1
2439,11,1,1,8,0,1,0,0.528931066,0
2440,10,0,0,0,1,0,0,0.652687836,1
2441,9,1,1,9,0,1,0,0.769869659,0
2442,11,1,2,11,0,1,0,1.534986221,1
2443,1,8,6,3,0,1,0,27.57067155,1
2444,2,2,0,10,0,1,0,4.204105876,0
2445,5,2,0,8,0,1,0,5.639039484,0
2446,11,0,2,1,1,0,0,0.472709052,0
2447,5,1,3,1,0,0,1,0.781982394,1
2448,9,0,2,10,0,0,1,1.858650245,0
2449,10,0,1,8,0,1,0,0.757175663,0
2450,3,2,3,8,0,1,0,1.55132529,0
2451,2,5,1,11,0,1,0,3.53839238,0
2452,7,2,1,0,0,0,1,0.529796252,0
2453,5,9,1,8,0,1,0,1.170823099,0
2454,8,1,0,0,0,0,1,0.797672486,0
2455,1,5,0,10,0,1,0,1.418802392,1
2456,12,2,1,0,0,0,1,0.863101799,1
2457,9,0,1,1,1,0,0,0.407267297,0
2458,8,0,2,1,0,0,1,0.804617876,0
2459,11,0,0,1,1,0,0,0.772225573,1
2460,9,0,1,0,0,0,1,0.658153698,1
2461,5,2,1,7,0,1,0,1.912691802,0
2462,10,2,2,11,0,1,0,1.870082954,1
2463,5,0,2,4,1,0,0,1.165925217,0
2464,11,3,0,12,0,1,0,1.485791283,0
2465,8,1,2,0,0,0,1,0.407135897,0
2466,10,3,1,7,0,1,0,0.634639126,0
2467,2,3,2,11,0,1,0,4.968635785,0
2468,9,1,0,9,0,1,0,1.257545163,0
2469,0,3,6,3,0,1,0,22.81772081,1
2470,2,2,2,8,0,1,0,3.075822217,0
2471,7,2,1,10,0,1,0,1.63756575,0
2472,0,6,4,3,0,1,0,22.43268972,1
2473,11,0,0,0,1,0,0,0.847961896,1
2474,4,4,1,9,0,1,0,2.928537863,0
2475,2,4,1,2,0,0,1,26.34637141,1
2476,9,1,1,0,0,0,1,0.575498832,1
2477,8,3,1,9,0,0,1,0.775505382,0
